"","text"
"Mach_58.txt.content","who thinks that new benefits make important men forget old injuries is mistaken.  The Duke, then, blundered in this election, and it was the cause of his final downfall.  VIII: Those who become rulers through wicked means  But because there still remain two ways in which one can become a ruler, which cannot be attributed entirely either to favour or luck or to ability, I do not want to neglect them, even though one of them could be discussed at greater length when dealingwith republics. These two ways are seizing power through utterly wicked means, and a private citizen becoming ruler of his country through the favour of his fellow- citizens. Considering the first way now, I shall cite two examples, one ancient and the other modern, without considering explicitly the merits of this way of gaining power, for I think they should be enough for anyone who needs to imitate them. "
"Mach_59.txt.content"," Agathocles the Sicilian, who became King of Syracuse, was not only an ordinary citizen, but of the lowest and most abject origins. He was the son of a potter, and he always led a very dissolute life. Nevertheless, his evil deeds were combined with such energy of mind and body that, after having entered the militia, he rose through the ranks to become praetor of Syracuse. Holding that position, he resolved to become ruler, and to hold violently and without being beholden to others the power that had been conferred on him. In order to achieve this purpose, he conspired with Hamilcar the Carthaginian, who was campaigning in Sicily. One morning he called together the people and the senate of Syracuse, as if some matter concerning the republic had to be decided. Then, at a prearranged signal, his soldiers killed all the senators and the richest men of the city. After this massacre, he seized "
"Mach_6.txt.content","continuity of his family's rule extinguishes the memories of the causes of innovations: for any change always leaves a toothing-stone for further building.  III: Mixed principalities  However, it is in new principalities that there are real difficulties. First, if the principality is not completely new but is like a limb that is joined to another principality (which taken together may almost be called a mixed principality), its mutability arises first from a very natural problem, which is to be found in all new principalities. This is that men are very ready to change their ruler when they believe that they can better their condition, and this belief leads them to take up arms against him. But they are mistaken, because they later realise through hard experience that they have made their condition worse. This arises from another natural and normal constraint, which is that anyone who becomes a new ruler is always forced to injure his new subjects, both through his troops and countless other injuries that are involved in conquering a state. The outcome is that you make enemies of all those "
"Mach_60.txt.content","control of the city, and thereafter held it without any civil strife. Although he was twice defeated by the Carthaginians, and eventually besieged by them, he not only showed himself capable of defending his besieged city but, leaving part of his army to resist the siege, he attacked Africa with the rest. Very soon he was able to relieve Syracuse from the siege, and went on to reduce Carthage to the direst straits. Consequently, the Carthaginians were forced to make an agreement with him, according to which they were to remain in Africa and leave Sicily to Agathodes.  If Agathocles's conduct and career are reviewed, then, it will be seen that luck or favour played little or no part in his success, since (as has been said above) it was not through anyone's favour, but through overcoming countless difficulties and dangers, that he rose up through the ranks of the militia, and gained power, which he afterwards maintained by undertaking many courageous and dangerous courses of "
"Mach_61.txt.content","action.  Yet it cannot be called virtue to kill one's fellow-citizens, to betray one's friends, to be treacherous, merciless and irreligious; power may be gained by acting in such ways, but not glory.  If one bears in mind the ability displayed by Agathocles in confronting and surviving dangers, and his indomitable spirit in enduring and overcoming adversity, there is no reason for judging him inferior to even the ablest general. Nevertheless, his appallingly cruel and inhumane conduct, and countless wicked deeds, preclude his being numbered among the finest men. One cannot, then, attribute either to luck or favour or to ability what he achieved without either.  In our own times, when Alexander VI was pope, Oliverotto of Fermo, whose father died when he was very young, was brought up by Giovanni Fogliani, his maternal uncle, and when still a youth was sent to train as a soldier under Paulo Vitelli, with a vie\v to his achieving high rank when he had become proficient in things military. After Paulo's execution, he trained under Vitellozzo, Paulo's brother; and since he was clever, and strong in body and spirit, in a very short time he became a leader of Vitellozzo's troops. But because he considered it demeaning to serve under another, he resolved to seize power in Fermo, with Vitellozzo's assistance, and with the help of some citizens of Fermo, to whom the servitude of their native city was preferable to its free institutions. Accordingly, he wrote to Giovanni Fogliani, saying that since he had been away from home for many years, he wanted to come "
"Mach_62.txt.content","to see him and his own city, and to inspect in some measure his own patrimony. Since achieving honour had been the only goal of all his efforts, so that his fellow-citizens would realise that he had not spent his time in vain, he \vanted to return in a way that did him honour, and accompanied by a hundred cavalrymen drawn from his friends and followers. And he beseeched Giovanni to arrange for him to be received with due honour by the citizens of Fermo; this would not only honour himself, but also Giovanni, who had educated him.  Giovanni did not fail to treat his nephew with the utmost courtesy, and after the citizens {thanks to Giovanni) had received him with every honour, he was lodged in Giovanni's house, where, after he had spent some days secretly arranging everything that was necessary for carrying out his intencied crime, Oliverotto held a formal banquet, to which he "
"Mach_63.txt.content","invited Giovanni Fogliani and all the leading citizens of Fermo. After the banquet, and all the entertainments customary on such occasions, Oliverotto artfully raised some serious matters, speaking of the great power of Pope Alexander and his son Cesare, and of their various enterprises. \\'hen Giovanni and the others began to reply to what OHverotto had said, he suddenly arose, saying that such matters should be discussed in a more/private place. And he went into another room, followed by Giovanni and all the others. No sooner were they all seated than his soldiers emerged from hiding-places, and killed Giovanni and all the others.  After this massacre, Oliverotto mounted his horse and rode through the city, taking possession of it, and besieged the chief magistrates in their palace. They were so afraid that they felt constrained to obey him, and they formed a new government, of which he made himself the "
"Mach_64.txt.content","head. And when he had killed all the malcontents who could have harmed him, he consolidated his power by means of new civil and military institutions, so that in the space of the year that he held power he was not only secure in the city of Fermo, but made all the neighbouring powers fear him. And ousting him would have been as difficult as ousting Agathocles, if he had not let himself be tricked by Cesare Borgia, when the Orsini leaders and Vitellozzo Vitelli were captured (as was previously related) at Senigallia. He too was captured there, a year after his parricide, and together with Vitellozzo, his former mentor in prowess and villainy, strangled.  It may well be wondered how it could happen that Agathocles, and others like him, after committing countless treacherous and cruel deeds, could live securely in their own countries for a long time, defend themselves against external enemies and never be plotted against by their citizens. For many others have not been able to maintain their "
"Mach_65.txt.content","power by acting cruelly even in peaceful times let alone in times of war, which are always uncertain.  I believe that this depends upon whether cruel deeds are committed well or badly. They may be called well committed (if one may use the word 'well' of that which is evil) when they are all committed at once, because they are necessary for establishing one's power, and are not afterwards persisted in, but changed for measures as beneficial as possible to one's subjects. Badly committed are those that at first are few in number, but increase with time rather than diminish. Those who follow the first method can in some measure remedy their standing both with God and with men, as Agathocles did. Those who follow the second cannot possibly maintain their power.  Hence, it should be noted that a conqueror, after seizing power, must decide about all the injuries he needs to commit, and do all of "
"Mach_66.txt.content","them at once, so as not to have to inflict punishments every day. Thus he will be able, by his restraint, to reassure men and win them over by benefiting them. Anyone who does not act in this way, either because he is timid or because he lacks judgement, will always be forced to stand with sword in hand. He will never be able to rely upon his subjects,b for they can never feel safe with him, because of the injuries that continue to be inflicted. For injuries should be done all together so that, because they are tasted less, they  will cause less resentment; benefits should be given out one by one, so that they will be savoured more. And above all a ruler must live with his subjects in such a way that no unexpected events, whether favourable or unfavourable, will make him change course. For when difficult times put you under pressure you will not have enough time to take harsh measures, and any benefits that you confer will not help you, because they will be considered to be done unwillingly, and so you will receive no credit for them. "
"Mach_67.txt.content"," IX: The civil principality  I turn now to the other case, when a private citizen becomes ruler of his own country through the favour of his fellow-citizens, not through villainy or intolerable violence of other kinds: this may be called a civil principality (and to attain it, it is not necessary to have only ability or only good luck, but rather a lucky astuteness). I say that one rises to this position either through being favoured by the people or through being favoured by the nobles; for these two classes are found in every city. And this situation arises because the people do not want to be dominated or oppressed by the nobles, and the nobles want to dominate and oppress the people. And from these two different dispositions there are three possible outcomes in cities: a principality, a republic or anarchy.  This kind of principality is brought about either by the people or by "
"Mach_68.txt.content","the nobles, according to whether one or the other has the opportunity to act. As for the nobles, when they are unable to resist popular pressure, they begin to favour and advance one of themselves, and make him ruler so that, under his protection, they will be able to satisfy their appetites. On the other hand, the people, when they realise that they cannot resist the nobles, favour and advance one of themselves, and make him ruler, so that through his authority he will be able to protect them.  A man who becomes ruler through the help of the nobles will find it harder to maintain his power than one who becomes ruler through the help of the people, because he is surrounded by many men who consider that they are his equals, and therefore he cannot give them orders or deal with them as he would wish. On the other hand, a man "
"Mach_69.txt.content","who becomes ruler through popular support finds himself standing alone, having around him nobody or very few not disposed to obey him.  Moreover, the nobles cannot be satisfied if a ruler acts honourably, without injuring others. But the people can be thus satisfied, because their aims are more honourable than those of the nobles: for the latter want only to oppress and the former only to avoid being oppressed. Furthermore, a ruler can never protect himself from a hostile people, because there are too many of them; but he can protect himself from the nobles, because there are few of them. The worst that can befall a ruler from a hostile people is being deserted by them; but he has to fear not only being abandoned by hostile nobles, but also that they will move against him. Since they are more far-seeing and cunning, they are able to act in time to save themselves, and seek to ingratiate themselves with the one whom they expect to prevail. Again, a ruler is always obliged to co-exist with the same people, whereas he is not obliged to have the same nobles, since he is well able to make and unmake them at any time, advancing them or-reducing their power, as he wishes. "
"Mach_7.txt.content","whom you have injured in annexing a principality, yet you cannot retain the friendship of those who have helped you to become ruler, because you cannot satisfy them in the ways that they expect. Nor can you use strong medicine against them, since you have obligations to them. For even if one possesses very strong armies, the goodwill of the inhabitants is always necessary in the early stages of annexing a country.  These were the reasons why Louis XII of France quickly annexed Milan, and just as quickly lost it; and Ludovico's own troops were sufficiently powerful to deprive him of it the first time. For when the people who had opened the gates to Louis found that they did not receive the benefits they had expected, they could not endure the oppressive rule of the new master   It is certainly true that, after a country that has rebelled has been "
"Mach_70.txt.content"," To clarify this matter, let me say that two main considerations need to be borne in mind with regard to the nobles. Either they conduct themselves in a way that links your success with theirs, or they do not. You should honour and esteem those of the former who are not rapacious. As for those who do not commit themselves to you, two different kinds of reason for their conduct must be distinguished. If they act in this way because of pusillanimity or natural lack of spirit, you should make use of them, especially those who are shrewd, because in good times they will bring you honour, and in troubled times you will have nothing to fear from them. But if they do not commit themselves to you calculatingly and because of ambition, it is a sign that they are thinking more of their own interests than of yours. And a ruler must "
"Mach_71.txt.content","watch these nobles very carefully, and fear them as much as if they were declared enemies, because if he finds himselfin trouble they will always do their best to bring him down.  A man who becomes ruler through popular favour, then, must keep the people well disposed towards him. This will be easy, since they w·ant only not to be oppressed. But a man who becomes ruler against the wishes of the people, and through the favour of the nobles, must above all else try to win over the people, which will be easy if you protect them. And if men are well treated by those from whom they expected ill-treatment, they become more attached to their benefactor; the people will at once become better disposed towards him than if he had attained power through their favour. A ruler can win over the people in many ways; but because these vary so much according to the circumstances one cannot give any definite rules, and I shall therefore leave this matter on one side. I shall affirm only that it is necessary for a ruler to have the people well disposed towards him; otherwise, in difficult times he will find himself in desperate straits. "
"Mach_72.txt.content"," Nabis, ruler of the Spartans, withstood a siege by all the other Greek powers and by a triumphant Roman army, defending both his country and his own power against them. When danger threatened, he needed only to act against a few; but if the people had been hostile to him, this would not have been enough. And doubt should not be cast on my opinion by quoting the trite proverb, 'He who builds upon the people, builds upon mud.' This is true if it is a private citizen who builds his power upon them, and believes that the people will come to his rescue if he is oppressed by his enemies or by the rulers. In such circumstances one may often be disappointed, as the Gracchi were in Rome and messer Giorgio Scali in Florence. But if it is a ruler who builds his power upon the people, and if he knows how to command and if he is "
"Mach_73.txt.content","courageous, does not despair in difficult times, and maintains the morale of his people by his spiritedness and the measures that he takes, he will never find himself let down by them, and he  will realise he had laid sound foundations for his power.  These civil principalities tend to encounter grave difficulties if an attempt is made to transform them into absolute regimes. For civil rulers either rule directly or through public officials. In the latter case their position is weaker and more dangerous, because they depend completely on the goodwill of those citizens who act as their officials. And, especially in troubled times, they can very easily remove him from power, either by moving against him or simply by refusing to obey him. Moreover, in troubled times, the ruler does not have enough time to assume absolute authority, because the citizens or subjects, accustomed as they are to obeying the officials,  will not be disposed to obey "
"Mach_74.txt.content","him in such a crisis. And in difficult times, he will always lack men on whom he can depend.  For such a ruler cannot rely upon what he sees happen in peaceful times, when citizens have need of his government, because then everyone comes running, everyone is ready with promises, and everyone wants to die for him, when the prospect of death is far off. But in troubled times, when the government needs the services of the citizens, few are then to be found. And it is especially dangerous to have to test their loyalty, because it can be done only once. A shrewd ruler, therefore, must try to ensure that his citizens, whatever the situation may be, will always be dependent on the government and on him; and then they will always be loyal to him.  X: How the strength of all principalities should be measured  "
"Mach_75.txt.content","There is another consideration that must be borne in mind when examining the strength of principalities: namely, whether a ruler has sufficient territory and power to defend himself, when this is necessary, or whether he will always need some help from others.   To clarify this matter, let me say that I consider that a ruler is capable of defending his state if he can put together an army that is good enough to fight a battle against any power that attacks it (either because he has many soldiers of his own or because he has sufficient money). But a ruler who cannot confront any enemy on the field of battle, and is obliged to take refuge within the walls of his city, and keep guard over them, will always need to be helped by others.  The first case has already been discussed; and later I shall say more "
"Mach_76.txt.content","about it. No advice can be given with regard to the second case, except to exhort such a ruler to fortify and provision his city, and not seek to defend his rural territories. Others will be very slow to attack any ruler who fortifies his city well and deals with his subjects in the ways already discussed; and to be considered later. For men are always unwilling to undertake campaigns that they expect to be difficult; and it will never seem easy to attack a ruler who has his city well defended, and is not hated by the people.  The cities of Germany are completely independent, have little rural territory, and obey the Emperor only when they want to. They do not fear him or any other neighbouring power. The reason is that they are so well fortified that everyone considers that besieging them is necessarily a tiresome and difficult undertaking. For they all possess strong walls and adequate moats, and sufficient artillery; and they always ensure that their public storehouses contain enough food, drink and fuel to last for a year. Moreover, in order to maintain the common "
"Mach_77.txt.content","people without public expense, they always have enough raw materials to keep the people engaged for a year in those occupations essential to the life of the city, and which sustain the common people. They also consider military exercises to be very important, and have many regulations for maintaining them.  Therefore, a ruler who possesses a strong city and does not make himself hated is safe from attack; and anyone who should attack him is eventually forced to beat an ignominious retreat. For so many unexpected things can happen in this world that it is virtually impossible to keep an army encamped idly in a siege for a whole year. It may be urged that if the people have properties outside the city, and see them destroyed, they will lose patience, and that the length of the siege and self-interested considerations will sap their loyalty to their ruler. I "
"Mach_78.txt.content","reply that a strong and spirited ruler will always overcome such problems, by encouraging his subjects to believe that these evils will not last long, by warning them of the enemy's cruelty, and by dealing adroitly with those men who seem to him too outspoken.  Furthermore, it is to be expected that the enemy forces will burn and pillage the countryside when they arrive, and at a time when the spirits of the defenders are still high and they are determined to hold out. Therefore, after some days, the ruler has much less reason to be afraid, when the ardour of the defenders has cooled, the damage already done, the injuries already sustained, and there is nothing to be done. They are then much more likely to support their ruler, because they will consider that he is indebted to them, since it is in his defence that their homes have been burned and their properties ruined. And men are so constituted that they are as much bound by the benefits they confer as by those they receive. Hence, if the whole matter is carefully considered, it is clear that it should not be difficult for a shrewd ruler to keep up the morale of his citizens throughout any siege, provided that they do not lack the means necessary for sustaining life and defending themselves. "
"Mach_79.txt.content"," XI: Ecclesiastical principalities  It remains now only to discuss ecclesiastical principalities, in which all the difficulties occur before they are acquired, for they are gained either through ability or through favour or luck, and maintained without the help of either. This in turn is because they are sustained by ancient religious institutions, which have been sufficiently strong to maintain their rulers in office however they live or act. Only they have states and do not defend them, and subjects whom they do not trouble to govern; and although their states are undefended, they are not deprived of them. And their subjects, although not properly governed, do not worry about it; they cannot get rid of these rulers, nor even think about doing so. Only these principalities, then, are secure and successful.  However, since they are controlled by a higher power, which the human mind cannot comprehend, I shall refrain from discussing them; "
"Mach_8.txt.content","reconquered a second time, it is less likely to be lost, since the ruler, because of the rebellion, will be more ruthless in consolidating his power, in punishing the guilty, unmasking suspects, and remedying weaknesses in his government. Thus, a Duke Ludovico creating a disturbance on the borders was enough to cause the King of France to lose Milan the first time. But to lose it a second time, it was necessary to have all the powers acting against him, and for his armies to be defeated or driven out of Italy. This happened for the reasons mentioned above.  Nevertheless, he did lose Milan twice. The general reasons for the first loss have been discussed; it remains now to discuss the reasons for the second, and to consider what solutions were available to him, and what someone in his position might do, in order to maintain better than the King of France did the territory annexed. "
"Mach_80.txt.content","since they are raised up and maintained by God, only a presumptuous and rash man would examine them. Nevertheless, someone might ask me how it has happened that the temporal power of the Church has become so great, although before Alexander's pontificate the leading Italian powers (and not only those called 'powers', but every baron and lord, however unimportant) held this temporal power in little account, whereas now a King of France stands in awe of it, for it has been able to drive him out of ltaly, and to ruin the Venetians. Accordingly it does not seem out of place to recall it, although it is well known.  Before King Charles of France invaded Italy, this country was dominated  by the popes, the Venetians, the King of Naples, the Duke of Milan and the Florentines. Each of these powers had two main preoccupations: first, that a foreign power should not invade Italy; "
"Mach_81.txt.content","secondly, that none of the other Italian powers should acquire more territory and power. Those who caused most concern were the popes and the Venetians. To limit the power of Venice, the others had to form an alliance, as happened in the defence of Ferrara. And the Roman barons were used to limit papal power. As these were divided into two factions, the Orsini and the Colonna, they were always quarrelling among themselves, but carrying their arms under the very eyes of the popes, they kept the Papacy weak and ineffectual. And although there sometimes arose a spirited pope, such as Sixtus yet he could not overcome this problem, either because of the particular circumstances or because of lack of skill. The shortness of pontificates was the reason, for it was very difficult to destroy one of the factions during the period of ten years that most popes reigned. And if it happened that "
"Mach_82.txt.content","one pope almost succeeded in destroying the Colonna faction, the next pope would be hostile to the Orsini, which had the effect of reviving the Colonna faction, and yet he did not have enough time to destroy the Orsini faction. The result was that the temporal power of the Papacy was held in little regard in Italy.  Then Alexander VI came to the papal throne; more than any previous pope, he showed how much a pope could achieve through money and military means. Using the Duke Valentino, and exploiting the opportunities provided by the French invasion, he did all those things which I have discussed above, when considering the career of the Duke. And although Alexander's aim was to aggrandise the Duke, not the Church, nevertheless the outcome was to increase the power of the Church which, after his death, and the downfall of the Duke, became the beneficiary of his labours. Then came Pope Julius, who found the "
"Mach_83.txt.content","Church already powerful, possessing all the Romagna, the Roman barons reduced to impotence, and their factions destroyed b:y the strong measures of Alexander. Moreover, Julius had opportunities for accumulating money never used before Alexander's time/julius not only followed these policies, he intensified them. He planned to capture Bologna, to destroy the power of Venice, and to expel the French from Italy. All these enterprises were successful, and it was very much to his credit that he did everything in order to increase the power of the Church, and not any individual. He kept the Orsini and Colonna factions in the same impotent condition in which he found them; and although they had some leaders capable of causing trouble, two factors militated against it. The first was the great power of the Church, which overawed them; the second was that there were no cardinals to lead either faction, the cause of the rivalries between them. These factions will always cause trouble whenever they have cardinals as leaders, because it is they who foster these factions, inside Rome and outside, and those barons are compelled to support their own factions. Thus, the ambition of prelates is at the root of the quarrels and tumults among the barons. "
"Mach_84.txt.content"," His Holiness Pope Leo,  then, has found the Papacy very powerful; and it is to be hoped that, just as his predecessors made it great by the use of force, he will make it very great and respected through his natural goodness and countless other virtues.  XII: The different types of army, and mercenary troops  I have discussed in detail all the different types of principality that I mentioned at the beginning, and have given some consideration to the reasons for their prosperity and decline; and I have examined the ways in which many men have sought to acquire them and to hold them. I now turn to consider in a general way the means that can be used in attacking and defending them. I said earlier how necessary it is for a ruler to have firm foundations for his power; otherwise, he will always come to grief. The main foundations of all states (whether they are "
"Mach_85.txt.content","new, old or mixed) are good laws and good armies. Since it is impossible to have good laws if good arms are lacking, and if there are good arms there must also be good laws, I shall leave laws aside and concentrate on arms.  I say, then, that the arms with which a ruler defends his state are his own, or they are mercenaries, or auxiliaries, or a mixture of all three. Mercenaries and auxiliaries are useless and dangerous; and anyone who relies upon mercenaries to defend his territories will never have a stable or secure rule. For they are disunited, ambitious, undisciplined and treacherous; they are powerful when among those who are not hostile, but weak and cowardly when confronted by determined enemies; they have no fear of God, and do not maintain commitments with men. One's ruin is only postponed until the time comes when they are "
"Mach_86.txt.content","required to fight. In peaceful times you will be despoiled by them, in war by your enemies. The reason for all this is that they have no affection for you or any other reason to induce them to fight for you, except a trifling wage, which is not sufficient to make them want to risk their lives for you. They are very glad to be in your service as long as you do not wage war, but in time of war they either flee or desert. I should not need to spend very much time in arguing this case, since the present ruin of Italy has been caused by nothing else than the reliance over so many years on mercenary armies. Some of these mercenary armies were not ineffective, and they appeared powerful when fighting other mercenary armies, but when the foreign invasions began, their real character was soon revealed. Thus, King Charles of France was permitted "
"Mach_87.txt.content","to conquer Italy with a piece of chalk; and he who said that our sins were responsible spoke the truth. However, they were not the sins that he meant, but those that I have specified; and because they were the sins of rulers, they too have been punished for them.  I want to show more effectively the defects of these troops. Mercenary generals are either very capable men, or they are not. If they are, you cannot trust them, because they  will always be aspiring to achieve a great position for themselves, either by attacking you, their employer, or by attacking others contrary to your wishes. If they are mediocre, you will be ruined as a matter of course.  And if it is objected that anyone who has forces at his disposal (whether mercenaries or not) will act in this way, I would reply by first drawing a distinction: arms are used either by a ruler or by a republic. If the former, the ruler should personally lead his armies, acting as the general. If the latter, the republic must send its own citizens as generals; and if someone is sent who turns out not to be very capable, he must be replaced; and if the general sent is capable, there should be legal controls that ensure that he does not exceed his authority. Experience has shown that only rulers and republics that possess their own armies are very successful, whereas mercenary armies never achieve anything, and cause only harm. And it is more difficult for a citizen to seize power in a republic that possesses its own troops than in one that relies upon foreign troops. "
"Mach_88.txt.content"," For many centuries both Rome and Sparta were armed and independent. Today the Swiss are very well armed and completely independent. An example of the worth of ancient mercenaries is provided by the Carthaginians: they were attacked by their own mercenary troops after the first war against the Romans, despite the fact that the generals were Carthaginians. Similarly, after the death of Epaminondas, the Thebans made Philip of.Macedon general of their armies; and after he was victorious, he deprived them of their independence. After the death of Duke Filippo, the Milanese engaged Francesco Sforza to lead their armies against the Venetians. But when Sforza had defeated the Venetians at Caravaggio, he joined forces with them and attacked the Nlilanese, who had been his employers. Sforza's own father, who was employed as a general by Queen Giovanna ofNaples, suddenly left her unprotected; and, in order not to lose her Kingdom, she was "
"Mach_89.txt.content","forced to seek help from the King of Aragon.  And although the Venetians and the Florentines augmented their dominions in the past by using mercenaries, and their generals did not seize power but defended them, my opinion is that in this matter the Florentines were very lucky; for some of the able generals who could have become a threat to them did not win victories, some met with opposition, and others went elsewhere to achieve their ambitions.  The general who did not conquer was John Hawkwood; his loyalty could not be put to the test, just because he did not win victories; but everyone will acknowledge that if he had been victorious, the Florentines would have been at his mercy. The Sforza always had the Bracceschi troops to contend with, and each faction checked the other: Francesco went to Lombardy to satisfy his ambitions, and Braccio moved against the Church and the Kingdom of Naples. "
"Mach_9.txt.content"," I say, then, that the territories a conqueror annexes and joins to his own well-established state are either in the same country, with the same language, or they are not. If they are, it is extremely easy to hold them, especially if they are not used to governing themselves. To hold them securely, it is enough to wipe out the family of the ruler who held sway over them, because as far as other things are concerned, the inhabitants will continue to live quietly, provided their old way of life is maintained and there is no difference in customs. This has happened with Burgundy, Brittany, Gascony and Normandy, which have been joined to France for a long time. Although there are some linguistic differences, nevertheless their way of life is similar, so no difficulties have arisen. Anyone who annexes such countries, and is determined to hold them, must follow two policies: the first is to wipe out their old ruling families; the second is not to change their laws or impose new taxes. Then the old principality and the new territory will very soon become a single body politic. "
"Mach_90.txt.content"," But let us turn to more recent events. The Florentines made Paulo Vitelli their general; he was a very able man, who from modest beginnings had acquired a very high reputation. Nobody can deny that if he had captured Pisa, the Florentines would have been forced to retain his services because, if he had then become general of one of the armies of their enemies, the Florentines would have found themselves in desperate straits; and if they had retained him, he would have been in a commanding position.  If the conquests of the Venetians arc reviewed, it is evident that they were secure and glorious when they fought their own wars (which was before they undertook campaigns in Italy), in which their nobles and the people in arms fought very skilfully and courageously. But when they began to fight on the mainland, they forsook this very effective policy, and followed the Italian custom. When they first began to "
"Mach_91.txt.content","expand their land empire, they had little reason to be afraid of their mercenary generals, because not very much territory had yet been annexed and because the reputation of Venice was very high. But as they expanded further, under Carmagnola, their blunder became evident. They knew that he was very able (since they had defeated the Duke of Milan under his command) but, on the other hand, they realised that he was pursuing the war half-heartedly. They decided that they would not be able to win again by using his services (because he did not want to win), and yet they could not dismiss him without losing the territory that had been annexed. Hence, to protect themselves, they were forced to kill him. Afterwards they had as generals Bartolomeo da Bergamo, Roberto da San Severino, the Count of Pitigliano and others. With regard to these generals, what they had to "
"Mach_92.txt.content","fear was losing, not the dangers arising from their being victorious, as indeed happened later at Vaila where, in a single battle, they lost what they had gained with so much effort over eight hundred years. For using mercenaries results only in slow, tardy and unimportant gains, but sudden and astonishing losses.  Since these examples have brought me to Italy, which for many years has been controlled by mercenary armies, I want to examine them at greater length so that, when their rise and development have been surveyed, it  will be easier to find a solution.  You must realise, then, how in recent times the Empire began to lose much ground in Italy, the temporal power of the Papacy was greatly increased, and Italy came to be divided into many states. For in many of the large cities there were revolts against the nobles who (previously supported by the Emperor) had ruled oppressively, and the Church "
"Mach_93.txt.content","encouraged these revolts in order to increase its temporal power; and in many other cities rulers had emerged from the ranks of the citizens. Hence, because Italy had largely come under the control of the Church and of some republics, and because these priests and citizen-rulers had little experience of military matters, they all began to use outsiders to fight their battles.  Alberigo da Cunio, a Romagnol, was the first to make these mercenary troops important. From this source other mercenary forces came to the fore, including those of Braccio and Sforza, who in their day were the arbiters of ltaly. After them came all the others who controlled mercenary armies up to our own times. And the result of their prowess has been that Italy has been overrun by Charles, plundered by Louis, ravaged by Ferdinand and treated with contempt by the Swiss. What happened, first, was that to enhance their own reputations, they neglected the infantry. They did this because, since they were men who "
"Mach_94.txt.content","did not possess states of their own and lived by being mercenaries, small numbers of foot-soldiers did not enhance their position, and they were incapable of maintaining large numbers of them. Therefore, they resorted to having enough cavalry to maintain themselves and achieve a position of some importance. And things came to such a pass that an army of twenty thousand soldiers would contain scarcely two thousand foot-soldiers. Moreover, they employed all possible means to lessen the hardships and dangers, both to themselves and their troops, by inflicting few casualties in battle; instead, they took prisoners and did not demand ransoms. They did not attack fortified cities at night; mercenaries who defended cities were very reluctant to attack the besiegers; they did not fortify their camps with stockades or ditches; and they did not undertake sieges during winter. All these practices were permitted by the prevailing military code, and were adopted, as I "
"Mach_95.txt.content","have said, to avoid hardship and danger. The outcome of their activities is that Italy has become enslaved and despised.  XIII: Auxiliaries, mixed troops and native troops  Auxiliaries, which are the other kind of troops that are useless, are troops that are sent to you to aid and defend you, when you call on a powerful ruler for help. They were used recently by Pope Julius who, when he had seen the bad showing of his own mercenary troops in the campaign of Ferrara, resorted to auxiliaries, arranging with King Ferdinand of Spain that that ruler would help him with his own troops. In themselves, these auxiliaries can be capable and effective but they are almost always harmful to those who use them; for if they lose you will be ruined, and if they win you will be at their mercy.  Although ancient history provides many examples, I do want to "
"Mach_96.txt.content","discuss this recent case of Pope Julius II. His decision can only be judged rash: to put himself completely into the hands of a foreign ruler, in order to gain possession of Ferrara! But his good luck meant that he did not reap the fruits of his bad policy, for when the auxiliaries he was using were defeated at Ravenna, and the Swiss arrived and chased out the victors (contrary to what he and others had any reason to expect), he did not find himself at the mercy either of his enemies (who had fled) or of these auxiliaries, because the victory had been achieved by others, not by them. Again, the Florentines, because they were completely unarmed, brought ten thousand French troops to besiege Pisa: and this policy involved them in more danger than at any other time in their troubled history. Similarly, the Emperor of Constantinople; brought ten thousand Turkish troops in order to fight his fellow-Greeks; but when that war was finished they did not want to go away, which marked the beginning of the servitude of Greece to the "
"Mach_97.txt.content","infidels.  Therefore, anyone who wants to be unable to conquer should use such troops, because they are much more dangerous than mercenaries: for with them ruin is complete. They form a united force, and are used to obeying others. But when mercenaries conquer, more time and greater opportunities are required before they will be in a position to do you harm. They do not form a united body, since they have been engaged and paid by you. And an outsider whom you appoint as their leader cannot at once assume such authority over them that harm to you will result. In short, with mercenaries, their cowardice or reluctance to fight is more dangerous; with auxiliaries their skill and courage.  Wise rulers, then, always avoid using these troops, and form armies composed of their own men; and they prefer to lose using their own troops rather than to conquer through using foreign troops, for they do "
"Mach_98.txt.content","not consider a victory that is gained by using foreign forces to be genuine.  I never hesitate to cite Cesare Borgia and his actions. This Duke invaded the Romagna using auxiliaries (all his troops being French), and with them he captured Imola and Forli. But since he distrusted them, he then used mercenaries, which he thought less dangerous, employing the Orsini and Vitelli troops. When he later found them to be of doubtful value and loyalty, and therefore dangerous, he disbanded them and formed an army composed of his own men. And the difference between these kinds of army is very obvious if one compares the reputation of the Duke when he used only French troops or when he used the Orsini and Vitelli troops, and when he possessed his own soldiers, and was self-sufficient militarily. Then it became much greater, and he was never more esteemed than when everyone saw that "
"Mach_99.txt.content","he was the complete master of his own forces.  I am reluctant to cite examples that are neither Italian nor recent; nevertheless I must discuss Hiero of Syracuse, since I have already mentioned him. As I said, after the Syracusans had made him leader of their army, he realised at once that those mercenary troops were useless, for they were condottieri of the same stamp as our Italian ones. And since he considered that he could not continue to employ them or disband them, he had them all cut to pieces. Thereafter, he made war with his own troops and not foreign ones.  I want also to recall a relevant example from the Old Testament. When David offered to Saul to go and fight Goliath, the Philistine champion, Saul gave him his own weapons and armour in order to imbue him with courage. But after David had put them on he rejected "
