"Year","Month","DayofMonth","DayOfWeek","DepTime","CRSDepTime","ArrTime","CRSArrTime","UniqueCarrier","FlightNum","TailNum","ActualElapsedTime","CRSElapsedTime","AirTime","ArrDelay","DepDelay","Origin","Dest","Distance","TaxiIn","TaxiOut","Cancelled","CancellationCode","Diverted","CarrierDelay","WeatherDelay","NASDelay","SecurityDelay","LateAircraftDelay"
2008,10,25,6,828,835,1418,1403,"B6",1402,"N229JB",230,208,192,15,-7,"SFO","AUS",1504,19,19,0,"",0,0,0,15,0,0
2005,12,2,5,816,820,1627,1647,"AA",196,"N5EYAA",311,327,291,-20,-4,"SFO","BOS",2704,7,13,0,"",0,0,0,0,0,0
2008,10,4,6,2010,1925,2053,2005,"OO",5564,"N233SW",43,40,24,48,45,"SFO","SMF",86,4,15,0,"",0,0,0,3,0,45
2005,5,7,6,641,644,803,808,"UA",303,"N598UA",82,84,64,-5,-3,"SFO","SAN",447,7,11,0,"",0,0,0,0,0,0
2008,12,17,3,559,600,1145,1146,"CO",416,"N15712",226,226,202,-1,-1,"SFO","IAH",1635,16,8,0,"",0,NA,NA,NA,NA,NA
2008,9,3,3,1538,1542,1824,1823,"OO",6360,"N763SK",106,101,80,1,-4,"SFO","SLC",599,6,20,0,"",0,NA,NA,NA,NA,NA
2007,4,17,2,1728,1315,133,2145,"AA",178,"N374AA",305,330,285,228,253,"SFO","JFK",2586,10,10,0,"",0,205,0,0,0,23
2006,8,30,3,1355,1358,1522,1523,"OO",6196,"N288SW",87,85,69,-1,-3,"SFO","MFR",329,4,14,0,"",0,0,0,0,0,0
2006,4,17,1,1242,1215,2009,2006,"US",38,"N185UW",267,291,249,3,27,"SFO","CLT",2296,5,13,0,"",0,0,0,0,0,0
2005,11,5,6,2245,2005,2351,2130,"UA",845,"N541UA",66,85,46,141,160,"SFO","LAX",337,8,12,0,"",0,0,0,0,0,141
2008,4,15,2,1007,1008,1134,1135,"UA",817,"N372UA",87,87,59,-1,-1,"SFO","LAX",337,13,15,0,"",0,NA,NA,NA,NA,NA
2005,8,7,7,1130,1135,1257,1308,"HP",867,"N644AW",87,93,66,-11,-5,"SFO","LAS",414,6,15,0,"",0,0,0,0,0,0
2008,11,26,3,1912,1919,2049,2107,"UA",544,"N379UA",97,108,76,-18,-7,"SFO","PDX",550,3,18,0,"",0,NA,NA,NA,NA,NA
2006,11,15,3,2039,2052,2150,2220,"AS",688,"N784AS",71,88,55,-30,-13,"SFO","LAX",337,6,10,0,"",0,0,0,0,0,0
2005,11,11,5,2141,2150,544,545,"CO",749,"N67134",303,295,280,-1,-9,"SFO","EWR",2565,8,15,0,"",0,0,0,0,0,0
2008,8,2,6,622,630,1441,1459,"US",651,"N605AW",319,329,295,-18,-8,"SFO","PHL",2521,3,21,0,"",0,NA,NA,NA,NA,NA
2005,9,23,5,1119,1120,1320,1319,"UA",1512,"N445UA",121,119,91,1,-1,"SFO","PHX",651,4,26,0,"",0,0,0,0,0,0
2006,9,8,5,1322,1255,1452,1423,"UA",886,"N542UA",90,88,57,29,27,"SFO","LAX",337,7,26,0,"",0,0,0,2,0,27
2008,7,12,6,1933,1815,2107,1949,"UA",1550,"N453UA",94,94,70,78,78,"SFO","LAS",414,6,18,0,"",0,15,0,0,0,63
2005,9,21,3,1807,1810,2039,2022,"DL",219,"N825MH",332,312,311,17,-3,"SFO","HNL",2398,7,14,0,"",0,0,0,17,0,0
2007,6,22,5,1050,1053,1634,1645,"CO",1536,"N33264",224,232,200,-11,-3,"SFO","IAH",1635,8,16,0,"",0,0,0,0,0,0
2008,9,22,1,1328,1335,1408,1413,"OO",5718,"N563SW",40,38,22,-5,-7,"SFO","MOD",78,1,17,0,"",0,NA,NA,NA,NA,NA
2006,5,6,6,1101,1105,1318,1310,"AS",377,"N972AS",137,125,112,8,-4,"SFO","SEA",679,5,20,0,"",0,0,0,0,0,0
2006,11,20,1,1338,1335,2106,2109,"DL",1648,"N648DL",268,274,248,-3,3,"SFO","ATL",2139,7,13,0,"",0,0,0,0,0,0
2005,8,13,6,1124,1130,1410,1416,"UA",330,"N842UA",106,106,84,-6,-6,"SFO","SLC",599,5,17,0,"",0,0,0,0,0,0
2008,1,19,6,1841,1844,2109,2115,"OO",6398,"N762SK",88,91,67,-6,-3,"SFO","BOI",522,4,17,0,"",0,NA,NA,NA,NA,NA
2006,12,4,1,24,30,557,559,"NW",362,"N517US",213,209,193,-2,-6,"SFO","MSP",1589,4,16,0,"",0,0,0,0,0,0
2006,3,13,1,1146,1105,2009,1940,"CO",449,"N33262",323,335,293,29,41,"SFO","EWR",2565,8,22,0,"",0,0,11,0,0,18
2007,5,26,6,2227,2215,2345,2332,"OO",6211,"N227SW",78,77,54,13,12,"SFO","ACV",250,6,18,0,"",0,0,0,0,0,0
2005,12,1,4,1116,1057,1820,1820,"DL",1708,"N3766",244,263,216,0,19,"SFO","CVG",2036,6,22,0,"",0,0,0,0,0,0
2007,3,5,1,1200,1200,1502,1452,"US",490,"N828AW",122,112,101,10,0,"SFO","PHX",651,12,9,0,"",0,0,0,0,0,0
2007,6,29,5,1217,1114,1336,1242,"UA",888,"N589UA",79,88,53,54,63,"SFO","LAX",337,4,22,0,"",0,0,0,0,0,54
2005,10,4,2,2158,2200,612,619,"AA",18,"N335AA",314,319,292,-7,-2,"SFO","JFK",2586,10,12,0,"",0,0,0,0,0,0
2005,9,17,6,1030,1035,1155,1202,"UA",580,"N408UA",85,87,67,-7,-5,"SFO","SAN",447,3,15,0,"",0,0,0,0,0,0
2008,3,20,4,755,759,1122,1130,"UA",598,"N567UA",147,151,102,-8,-4,"SFO","DEN",967,28,17,0,"",0,NA,NA,NA,NA,NA
2005,11,13,7,1139,1145,1435,1431,"UA",1157,"N326UA",116,106,86,4,-6,"SFO","SLC",599,7,23,0,"",0,0,0,0,0,0
2006,8,31,4,712,715,834,828,"OO",6170,"N234SW",82,73,67,6,-3,"SFO","SBA",262,1,14,0,"",0,0,0,0,0,0
2007,3,18,7,1602,1604,1713,1712,"UA",493,"N929UA",71,68,51,1,-2,"SFO","BUR",326,7,13,0,"",0,0,0,0,0,0
2005,10,30,7,1049,1050,1234,1233,"UA",720,"N367UA",105,103,90,1,-1,"SFO","PDX",550,4,11,0,"",0,0,0,0,0,0
2008,12,25,4,1607,1600,1728,1733,"UA",955,"N511UA",81,93,64,-5,7,"SFO","SAN",447,4,13,0,"",0,NA,NA,NA,NA,NA
2006,4,10,1,NA,1031,NA,1157,"MQ",3173,"0",NA,86,NA,NA,NA,"SFO","SNA",372,0,0,1,"A",0,0,0,0,0,0
2007,7,22,7,1530,1438,1651,1553,"OO",5526,"N568SW",81,75,53,58,52,"SFO","ACV",250,4,24,0,"",0,58,0,0,0,0
2007,8,19,7,1910,1710,141,2316,"UA",150,"N455UA",271,246,224,145,120,"SFO","ORD",1846,7,40,0,"",0,0,0,26,0,119
2007,6,13,3,1439,1416,2356,2242,"UA",186,"N854UA",377,326,330,74,23,"SFO","PHL",2521,11,36,0,"",0,0,0,74,0,0
2008,4,21,1,1934,1825,2150,2028,"AS",333,"N564AS",136,123,100,82,69,"SFO","SEA",679,18,18,0,"",0,0,0,13,0,69
2007,5,18,5,1120,1120,1708,1645,"AA",2008,"N232AA",228,205,179,23,0,"SFO","DFW",1464,14,35,0,"",0,0,0,23,0,0
2005,10,11,2,854,900,1749,1720,"CO",1049,"N12114",355,320,313,29,-6,"SFO","EWR",2565,16,26,0,"",0,0,0,29,0,0
2007,10,27,6,1012,1000,1115,1118,"OO",5577,"N271YV",63,78,49,-3,12,"SFO","ACV",250,5,9,0,"",0,0,0,0,0,0
2006,7,19,3,904,845,1515,1452,"UA",134,"N210UA",251,247,224,23,19,"SFO","ORD",1846,6,21,0,"",0,19,0,4,0,0
2008,9,4,4,845,850,1043,1100,"HA",11,"N580HA",298,310,283,-17,-5,"SFO","HNL",2398,3,12,0,"",0,NA,NA,NA,NA,NA
2007,6,7,4,834,840,949,955,"OO",5533,"N569SW",75,75,60,-6,-6,"SFO","ACV",250,2,13,0,"",0,0,0,0,0,0
2005,4,14,4,2025,2030,2123,2126,"OO",6208,"N293SW",58,56,40,-3,-5,"SFO","FAT",158,3,15,0,"",0,0,0,0,0,0
2008,10,13,1,1415,1420,1535,1550,"AA",1931,"N4WPAA",80,90,55,-15,-5,"SFO","LAX",337,11,14,0,"",0,NA,NA,NA,NA,NA
2008,7,8,2,1902,1730,2021,1857,"UA",1272,"N342UA",79,87,63,84,92,"SFO","EUG",451,2,14,0,"",0,0,0,0,0,84
2008,3,4,2,1530,1538,1657,1711,"OO",6402,"N750SK",87,93,69,-14,-8,"SFO","EUG",451,4,14,0,"",0,NA,NA,NA,NA,NA
2008,4,10,4,626,615,1244,1219,"UA",54,"N120UA",258,244,230,25,11,"SFO","ORD",1846,7,21,0,"",0,11,0,14,0,0
2007,10,22,1,1123,1125,1313,1323,"UA",1512,"N470UA",110,118,96,-10,-2,"SFO","PHX",651,4,10,0,"",0,0,0,0,0,0
2007,1,2,2,1336,1334,2111,2106,"DL",1648,"N647DL",275,272,254,5,2,"SFO","ATL",2139,10,11,0,"",0,0,0,0,0,0
2005,12,19,1,2106,1840,2257,2038,"OO",6194,"N235SW",111,118,102,139,146,"SFO","RDM",462,3,6,0,"",0,0,139,0,0,0
2008,1,27,7,926,830,1124,955,"WN",1300,"N713SW",118,85,82,89,56,"SFO","LAS",414,4,32,0,"",0,0,0,89,0,0
2006,11,5,7,1350,1353,1523,1517,"US",321,"N648AW",93,84,68,6,-3,"SFO","LAS",414,4,21,0,"",0,0,0,0,0,0
2006,10,13,5,1252,1159,1342,1241,"OO",6168,"N212SW",50,42,32,61,53,"SFO","MRY",77,3,15,0,"",0,61,0,0,0,0
2006,12,12,2,558,605,1405,1427,"UA",4,"N555UA",307,322,285,-22,-7,"SFO","JFK",2586,10,12,0,"",0,0,0,0,0,0
2008,1,23,3,1305,1307,2126,2140,"UA",824,"N590UA",321,333,294,-14,-2,"SFO","BOS",2704,7,20,0,"",0,NA,NA,NA,NA,NA
2008,10,8,3,1806,1810,1927,1940,"WN",818,"N411WN",81,90,64,-13,-4,"SFO","LAS",414,4,13,0,"",0,NA,NA,NA,NA,NA
2006,11,19,7,2331,2330,543,535,"AA",1608,"N4XEAA",252,245,229,8,1,"SFO","ORD",1846,8,15,0,"",0,0,0,0,0,0
2006,11,27,1,1724,1720,2313,2325,"AA",554,"N4WXAA",229,245,208,-12,4,"SFO","ORD",1846,3,18,0,"",0,0,0,0,0,0
2007,3,31,6,823,830,1403,1403,"NW",222,"N592NW",220,213,188,0,-7,"SFO","MSP",1589,7,25,0,"",0,0,0,0,0,0
2005,6,2,4,1317,1310,1545,1537,"UA",75,"N544UA",328,327,299,8,7,"SFO","LIH",2447,4,25,0,"",0,0,0,0,0,0
2007,6,28,4,1339,1325,1506,1455,"UA",852,"N921UA",87,90,70,11,14,"SFO","SAN",447,3,14,0,"",0,0,0,0,0,0
2007,1,7,7,1100,1105,1636,1635,"AA",1010,"N246AA",216,210,191,1,-5,"SFO","DFW",1464,7,18,0,"",0,0,0,0,0,0
2005,1,3,1,1613,1403,1729,1528,"OO",6407,"N916SW",76,85,62,121,130,"SFO","EUG",451,4,10,0,"",0,0,0,0,0,121
2008,8,4,1,NA,1325,NA,1940,"AA",1472,"",NA,255,NA,NA,NA,"SFO","ORD",1846,NA,NA,1,"B",0,NA,NA,NA,NA,NA
2005,1,6,4,1635,1635,2223,2231,"AA",554,"N3AGAA",228,236,210,-8,0,"SFO","ORD",1846,4,14,0,"",0,0,0,0,0,0
2005,1,12,3,1450,1500,1600,1618,"AA",1931,"N547AA",70,78,47,-18,-10,"SFO","LAX",337,8,15,0,"",0,0,0,0,0,0
2008,7,12,6,2233,2230,623,637,"UA",74,"N587UA",290,307,263,-14,3,"SFO","IAD",2419,10,17,0,"",0,NA,NA,NA,NA,NA
2008,9,27,6,600,605,925,930,"WN",53,"N313SW",145,145,128,-5,-5,"SFO","DEN",967,5,12,0,"",0,NA,NA,NA,NA,NA
2006,12,4,1,1024,1025,1839,1850,"AA",96,"N5FBAA",315,325,298,-11,-1,"SFO","BOS",2704,7,10,0,"",0,0,0,0,0,0
2007,8,19,7,1405,1330,1443,1408,"OO",5718,"N224SW",38,38,20,35,35,"SFO","MOD",78,3,15,0,"",0,0,0,0,0,35
2005,1,7,5,1444,1226,1602,1347,"UA",989,"N301UA",78,81,52,135,138,"SFO","LAX",337,8,18,0,"",0,6,0,0,0,129
2005,10,3,1,1306,1305,2103,2127,"US",82,"N173UW",297,322,278,-24,1,"SFO","PHL",2521,3,16,0,"",0,0,0,0,0,0
2008,12,31,3,NA,1354,NA,1513,"OO",5550,"N579SW",NA,79,NA,NA,NA,"SFO","SBA",262,NA,NA,1,"B",0,NA,NA,NA,NA,NA
2008,5,14,3,1751,1800,1856,1858,"OO",5672,"N583SW",65,58,43,-2,-9,"SFO","FAT",158,7,15,0,"",0,NA,NA,NA,NA,NA
2008,5,21,3,1223,1220,2114,2106,"B6",644,"N566JB",351,346,307,8,3,"SFO","JFK",2586,12,32,0,"",0,NA,NA,NA,NA,NA
2006,12,21,4,1610,1502,1733,1625,"AS",354,"N784AS",83,83,59,68,68,"SFO","PSP",421,6,18,0,"",0,0,0,1,0,67
2007,5,13,7,1430,1430,2026,2000,"AA",314,"N4YNAA",236,210,179,26,0,"SFO","DFW",1464,46,11,0,"",0,0,0,26,0,0
2008,2,24,7,927,905,1041,1035,"WN",338,"N685SW",74,90,48,6,22,"SFO","LAX",337,6,20,0,"",0,NA,NA,NA,NA,NA
2008,9,26,5,1729,1723,1855,1855,"UA",1137,"N366UA",86,92,59,0,6,"SFO","LAX",337,8,19,0,"",0,NA,NA,NA,NA,NA
2006,3,1,3,2339,2345,528,548,"AA",1608,"N572AA",229,243,212,-20,-6,"SFO","ORD",1846,6,11,0,"",0,0,0,0,0,0
2008,1,4,5,NA,900,NA,1016,"OO",6456,"N946SW",NA,76,NA,NA,NA,"SFO","PMD",316,NA,NA,1,"B",0,NA,NA,NA,NA,NA
2008,5,10,6,1609,1612,1726,1733,"OO",5480,"N581SW",77,81,56,-7,-3,"SFO","ACV",250,3,18,0,"",0,NA,NA,NA,NA,NA
2005,5,9,1,1941,1940,2013,2023,"OO",6477,"N909SW",32,43,20,-10,1,"SFO","SMF",86,4,8,0,"",0,0,0,0,0,0
2007,12,29,6,2337,2137,654,501,"NW",346,"N503US",257,264,230,113,120,"SFO","DTW",2079,9,18,0,"",0,113,0,0,0,0
2005,9,29,4,1040,1045,1201,1207,"UA",888,"N803UA",81,82,57,-6,-5,"SFO","LAX",337,8,16,0,"",0,0,0,0,0,0
2005,9,18,7,805,744,837,822,"OO",6222,"N220SW",32,38,21,15,21,"SFO","MRY",77,2,9,0,"",0,0,0,0,0,15
2007,11,12,1,26,26,546,600,"NW",362,"N513US",200,214,179,-14,0,"SFO","MSP",1589,3,18,0,"",0,0,0,0,0,0
2008,9,2,2,1917,1925,2113,2126,"US",412,"N157AW",116,121,91,-13,-8,"SFO","PHX",651,12,13,0,"",0,NA,NA,NA,NA,NA
2005,3,16,3,1751,1747,1953,1945,"AS",235,"N317AS",122,118,102,8,4,"SFO","SEA",679,17,3,0,"",0,0,0,0,0,0
2008,9,5,5,2210,2215,2323,2331,"OO",5431,"N295SW",73,76,54,-8,-5,"SFO","BFL",238,3,16,0,"",0,NA,NA,NA,NA,NA
2008,12,23,2,958,948,1613,1601,"UA",136,"N569UA",255,253,223,12,10,"SFO","ORD",1846,5,27,0,"",0,NA,NA,NA,NA,NA
2006,1,12,4,1229,1230,2039,2044,"AA",442,"N367AA",310,314,278,-5,-1,"SFO","MIA",2585,16,16,0,"",0,0,0,0,0,0
2007,6,16,6,1209,1215,2145,2055,"B6",644,"N637JB",576,520,553,50,-6,"SFO","JFK",2586,8,15,0,"",0,0,0,50,0,0
2005,3,15,2,1217,1220,2058,2037,"UA",76,"N518UA",341,317,297,21,-3,"SFO","JFK",2586,21,23,0,"",0,0,0,21,0,0
2008,6,8,7,722,727,814,825,"OO",6336,"N979SW",52,58,34,-11,-5,"SFO","RNO",192,4,14,0,"",0,NA,NA,NA,NA,NA
2008,12,31,3,1646,1540,2011,1910,"UA",318,"N318UA",145,150,127,61,66,"SFO","DEN",967,4,14,0,"",0,0,0,0,0,61
2006,8,7,1,1058,955,1132,1036,"OO",6259,"N221SW",34,41,21,56,63,"SFO","SMF",86,2,11,0,"",0,56,0,0,0,0
2006,4,19,3,1107,1105,1223,1225,"OO",6188,"N296SW",76,80,54,-2,2,"SFO","BFL",238,3,19,0,"",0,0,0,0,0,0
2007,6,11,1,1159,1200,1347,1357,"US",490,"N837AW",108,117,84,-10,-1,"SFO","PHX",651,14,10,0,"",0,0,0,0,0,0
2007,11,29,4,934,930,1041,1039,"OO",5481,"N564SW",67,69,44,2,4,"SFO","RDD",199,4,19,0,"",0,0,0,0,0,0
2008,3,11,2,703,710,814,829,"OO",5499,"N578SW",71,79,53,-15,-7,"SFO","ACV",250,4,14,0,"",0,NA,NA,NA,NA,NA
2008,6,15,7,2305,2230,2400,2330,"UA",710,"N479UA",55,60,33,30,35,"SFO","RNO",192,5,17,0,"",0,30,0,0,0,0
2007,12,30,7,1538,1541,1647,1659,"OO",5554,"N292SW",69,78,53,-12,-3,"SFO","SBA",262,4,12,0,"",0,0,0,0,0,0
2006,3,22,3,1127,1059,1248,1225,"OO",6486,"N738SK",81,86,65,23,28,"SFO","SNA",372,4,12,0,"",0,23,0,0,0,0
2008,4,2,3,1621,1625,1747,1804,"UA",544,"N803UA",86,99,74,-17,-4,"SFO","PDX",550,3,9,0,"",0,NA,NA,NA,NA,NA
2008,2,10,7,1050,1055,1136,1140,"OO",5741,"N221SW",46,45,25,-4,-5,"SFO","MOD",78,1,20,0,"",0,NA,NA,NA,NA,NA
2005,9,22,4,1816,1815,1930,1929,"UA",1464,"N496UA",74,74,52,1,1,"SFO","ONT",363,1,21,0,"",0,0,0,0,0,0
2005,8,20,6,2237,1030,122,1301,"TZ",4603,"N561TZ",345,331,323,741,727,"SFO","LIH",2447,5,17,0,"",0,652,0,14,0,75
2005,8,22,1,2030,2035,2206,2202,"UA",153,"N558UA",96,87,63,4,-5,"SFO","SNA",372,19,14,0,"",0,0,0,0,0,0
2007,5,30,3,1557,1525,1655,1631,"OO",6226,"N271YV",58,66,39,24,32,"SFO","RDD",199,3,16,0,"",0,0,0,0,0,24
2007,10,11,4,1516,1522,1619,1627,"OO",5628,"N294SW",63,65,41,-8,-6,"SFO","RDD",199,5,17,0,"",0,0,0,0,0,0
2006,9,9,6,1732,1748,1935,1945,"AS",191,"N765AS",123,117,101,-10,-16,"SFO","SEA",679,9,13,0,"",0,0,0,0,0,0
2005,3,7,1,1113,1120,1234,1235,"OO",6182,"N569SW",81,75,59,-1,-7,"SFO","ACV",250,6,16,0,"",0,0,0,0,0,0
2005,2,18,5,2024,2020,2240,2250,"OO",6389,"N935SW",76,90,65,-10,4,"SFO","BOI",522,3,8,0,"",0,0,0,0,0,0
2006,4,12,3,622,625,1217,1217,"CO",416,"N69602",235,232,209,0,-3,"SFO","IAH",1635,12,14,0,"",0,0,0,0,0,0
2007,9,13,4,1927,1931,2014,2011,"OO",5610,"N292SW",47,40,30,3,-4,"SFO","MRY",77,4,13,0,"",0,0,0,0,0,0
2008,2,14,4,1827,1801,1954,1921,"OO",6150,"N903SW",87,80,61,33,26,"SFO","ONT",363,4,22,0,"",0,0,0,0,0,33
2005,12,16,5,743,745,817,823,"OO",6222,"N560SW",34,38,29,-6,-2,"SFO","MRY",77,3,2,0,"",0,0,0,0,0,0
2008,3,5,3,555,600,1310,1339,"DL",46,"N696DA",255,279,231,-29,-5,"SFO","ATL",2139,8,16,0,"",0,NA,NA,NA,NA,NA
2005,1,10,1,2321,2320,506,515,"UA",158,"N564UA",225,235,203,-9,1,"SFO","ORD",1846,7,15,0,"",0,0,0,0,0,0
2007,3,14,3,1823,1831,1925,1935,"OO",6256,"N235SW",62,64,47,-10,-8,"SFO","SBP",191,4,11,0,"",0,0,0,0,0,0
2007,10,16,2,1803,1729,1920,1902,"UA",1550,"N414UA",77,93,61,18,34,"SFO","LAS",414,4,12,0,"",0,0,0,0,0,18
2006,4,12,3,1948,1905,2204,2134,"OO",6398,"N928SW",76,89,61,30,43,"SFO","BOI",522,4,11,0,"",0,30,0,0,0,0
2007,12,25,2,NA,945,NA,1559,"UA",136,"000000",NA,254,NA,NA,NA,"SFO","ORD",1846,0,0,1,"A",0,0,0,0,0,0
2006,4,9,7,835,835,1352,1400,"AA",528,"N414AA",197,205,171,-8,0,"SFO","DFW",1464,13,13,0,"",0,0,0,0,0,0
2005,4,6,3,1100,1105,1214,1235,"OO",6262,"N221SW",74,90,60,-21,-5,"SFO","MFR",329,3,11,0,"",0,0,0,0,0,0
2005,11,12,6,808,815,1044,1057,"OO",6444,"N937SW",96,102,82,-13,-7,"SFO","SLC",599,4,10,0,"",0,0,0,0,0,0
2006,12,28,4,1649,1608,49,2357,"UA",220,"N538UA",300,289,281,52,41,"SFO","IAD",2419,6,13,0,"",0,41,0,11,0,0
2007,10,17,3,1257,1040,2107,1917,"UA",92,"N462UA",310,337,282,110,137,"SFO","EWR",2565,10,18,0,"",0,0,0,0,0,110
2006,4,13,4,1217,1220,1322,1335,"OO",6185,"N218SW",65,75,48,-13,-3,"SFO","ACV",250,3,14,0,"",0,0,0,0,0,0
2008,2,3,7,2130,2125,2231,2231,"OO",5496,"N567SW",61,66,42,0,5,"SFO","SBP",191,4,15,0,"",0,NA,NA,NA,NA,NA
2005,5,14,6,1555,1555,1917,1919,"UA",1158,"N792UA",142,144,119,-2,0,"SFO","DEN",967,4,19,0,"",0,0,0,0,0,0
2007,10,4,4,2009,1922,2137,2055,"UA",1582,"N492UA",88,93,65,42,47,"SFO","LAS",414,7,16,0,"",0,0,0,0,0,42
2006,5,13,6,611,615,939,950,"F9",650,"N910FR",148,155,121,-11,-4,"SFO","DEN",967,11,16,0,"",0,0,0,0,0,0
2005,9,5,1,908,858,1112,1106,"AS",563,"N767AS",124,128,100,6,10,"SFO","SEA",679,8,16,0,"",0,0,0,0,0,0
2008,8,28,4,1910,1915,2235,2244,"UA",482,"N378UA",145,149,123,-9,-5,"SFO","DEN",967,8,14,0,"",0,NA,NA,NA,NA,NA
2006,9,19,2,835,840,1036,1021,"UA",704,"N367UA",121,101,83,15,-5,"SFO","PDX",550,2,36,0,"",0,0,0,15,0,0
2006,7,7,5,NA,805,NA,932,"UA",699,"000000",NA,87,NA,NA,NA,"SFO","LAX",337,0,0,1,"A",0,0,0,0,0,0
2007,2,9,5,NA,925,NA,1530,"AA",42,"0",NA,245,NA,NA,NA,"SFO","ORD",1846,0,0,1,"A",0,0,0,0,0,0
2006,8,10,4,1705,1435,2221,2004,"AA",1274,"N5EMAA",196,209,175,137,150,"SFO","DFW",1464,7,14,0,"",0,0,0,0,6,131
2006,10,18,3,1755,1752,1926,1920,"OO",6221,"N212SW",91,88,76,6,3,"SFO","MFR",329,4,11,0,"",0,0,0,0,0,0
2007,7,24,2,1229,1033,1409,1200,"OO",5689,"N237SW",100,87,66,129,116,"SFO","MFR",329,5,29,0,"",0,129,0,0,0,0
2005,8,30,2,1923,1926,2111,2120,"OO",6242,"N567SW",108,114,94,-9,-3,"SFO","RDM",462,5,9,0,"",0,0,0,0,0,0
2005,7,15,5,1211,1210,1759,1804,"CO",644,"N79402",228,234,213,-5,1,"SFO","IAH",1635,5,10,0,"",0,0,0,0,0,0
2007,2,1,4,1203,1127,1244,1208,"OO",6334,"N923SW",41,41,25,36,36,"SFO","SMF",86,3,13,0,"",0,0,0,0,0,36
2007,9,23,7,623,630,738,800,"XE",7819,"N11176",75,90,49,-22,-7,"SFO","LAX",337,12,14,0,"",0,0,0,0,0,0
2007,10,9,2,1916,1847,2053,2005,"OO",5601,"N298SW",97,78,65,48,29,"SFO","ACV",250,4,28,0,"",0,48,0,0,0,0
2006,10,24,2,2045,1825,2400,2142,"UA",578,"N535UA",135,137,113,138,140,"SFO","DEN",967,9,13,0,"",0,0,0,0,0,138
2005,8,9,2,2013,2015,2137,2145,"UA",844,"N594UA",84,90,72,-8,-2,"SFO","PDX",550,2,10,0,"",0,0,0,0,0,0
2005,6,19,7,2025,2030,2221,2221,"UA",506,"N507UA",116,111,81,0,-5,"SFO","SEA",679,14,21,0,"",0,0,0,0,0,0
2006,6,6,2,755,800,1624,1628,"UA",956,"N510UA",329,328,308,-4,-5,"SFO","JFK",2586,5,16,0,"",0,0,0,0,0,0
2007,5,29,2,1035,1040,1607,1611,"UA",786,"N835UA",212,211,182,-4,-5,"SFO","AUS",1504,4,26,0,"",0,0,0,0,0,0
2006,1,16,1,2152,2148,2308,2303,"UA",865,"N419UA",76,75,52,5,4,"SFO","LAX",337,6,18,0,"",0,0,0,0,0,0
2007,11,11,7,2230,2236,7,2357,"OO",5908,"N740SK",97,81,63,10,-6,"SFO","MFR",329,4,30,0,"",0,0,0,0,0,0
2006,10,27,5,624,627,800,753,"UA",303,"N507UA",96,86,70,7,-3,"SFO","SAN",447,2,24,0,"",0,0,0,0,0,0
2007,12,26,3,1739,1730,1841,1848,"OO",5570,"N251YV",62,78,50,-7,9,"SFO","SBA",262,5,7,0,"",0,0,0,0,0,0
2006,5,13,6,1054,1105,1248,1310,"AS",377,"N960AS",114,125,85,-22,-11,"SFO","SEA",679,8,21,0,"",0,0,0,0,0,0
2005,1,7,5,600,600,914,928,"UA",458,"N594UA",134,148,116,-14,0,"SFO","DEN",967,5,13,0,"",0,0,0,0,0,0
2006,11,6,1,751,746,840,844,"OO",6336,"N753SK",49,58,35,-4,5,"SFO","RNO",192,5,9,0,"",0,0,0,0,0,0
2005,10,20,4,1408,1340,1510,1418,"OO",6218,"N224SW",62,38,21,52,28,"SFO","MOD",78,3,38,0,"",0,52,0,0,0,0
2006,9,14,4,1222,1210,2103,2035,"CO",549,"N37277",341,325,299,28,12,"SFO","EWR",2565,14,28,0,"",0,0,12,16,0,0
2008,9,2,2,1123,1130,1857,1855,"DL",32,"N391DA",274,265,240,2,-7,"SFO","CVG",2036,8,26,0,"",0,NA,NA,NA,NA,NA
2007,8,23,4,1210,1220,1346,1348,"UA",311,"N819UA",96,88,67,-2,-10,"SFO","SNA",372,9,20,0,"",0,0,0,0,0,0
2008,10,9,4,1710,1705,1839,1825,"WN",1144,"N697SW",89,80,59,14,5,"SFO","LAX",337,5,25,0,"",0,NA,NA,NA,NA,NA
2005,8,30,2,2236,2241,2323,2322,"OO",6206,"N301YV",47,41,33,1,-5,"SFO","MOD",78,3,11,0,"",0,0,0,0,0,0
2008,12,24,3,906,903,1727,1728,"UA",184,"N806UA",321,325,295,-1,3,"SFO","PHL",2521,4,22,0,"",0,NA,NA,NA,NA,NA
2007,5,3,4,1047,1050,1252,1248,"UA",295,"N593UA",125,118,96,4,-3,"SFO","SEA",679,7,22,0,"",0,0,0,0,0,0
2005,2,4,5,1455,1500,1746,1754,"UA",1494,"N475UA",111,114,92,-8,-5,"SFO","PHX",651,3,16,0,"",0,0,0,0,0,0
2008,5,9,5,1918,1920,2128,2120,"WN",3774,"N520SW",130,120,90,8,-2,"SFO","PHX",651,25,15,0,"",0,NA,NA,NA,NA,NA
2006,8,7,1,918,923,1128,1140,"UA",35,"N677UA",310,317,289,-12,-5,"SFO","OGG",2338,4,17,0,"",0,0,0,0,0,0
2005,8,19,5,2112,2115,2234,2237,"UA",865,"N416UA",82,82,56,-3,-3,"SFO","LAX",337,8,18,0,"",0,0,0,0,0,0
2005,11,18,5,2020,2020,2124,2118,"OO",6171,"N284YV",64,58,44,6,0,"SFO","RNO",192,5,15,0,"",0,0,0,0,0,0
